Row Labels,General,Occupations,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
19,,Epidemiologists,4.12,4,4,3.62,4.25,1,1,1,3.38,4.12,3.5,2,1.88,3.12,3.5,3.75,2.88,1.12,3.12,1.88,3.12,1.62,1.62,4.25,1,4.38,3.25,3.75,4.12,3.88,3.88,1.62,3.38,1,4
19,,Food Science Technicians,3,3.62,3.12,3,3.25,2.25,2.12,1,2.88,3,2.88,1.62,2.12,2.62,2.88,3,2.12,2,1.62,2.75,2.12,1.5,3.12,3.62,2.12,3.25,2.38,2.88,3.5,2.38,2.5,1.5,3,2.38,3.5
19,,Food Scientists and Technologists,3.75,4,3.88,3,3.88,1,1.62,1,3,3.75,3,2,2,2.75,3.12,3.88,3,2.12,2.25,2.88,3,1.62,3.25,4,1,3.38,3,3.12,3.88,3.25,3.25,1.88,3,2.12,4
19,,Forensic Science Technicians,3.25,3.88,3.75,2.88,3.88,2.25,2.38,1,2.88,3.25,3,1.88,1.88,2.88,2.75,3.12,2.38,2.75,1.88,2.88,2.88,1.75,2.5,3.88,2.12,3.38,2.75,3.12,3.88,3,2.88,1.75,3.12,2.38,3.88
19,,Forest and Conservation Technicians,3,3.75,3,3.12,3.75,2,2.12,1.25,3.12,3.25,3,2,2,2.88,2.75,3.12,2.25,2.75,1.88,2.88,2.88,2,2.62,3.38,2,2.75,3,3.12,3.25,3,2.75,2,3.25,2,3
19,,Foresters,3,3.62,3.75,3.75,3.88,1,1.88,1,3.12,3.88,2.88,2.5,2.75,3.38,3,4,3.25,3,2.88,3.12,3,1.38,2.75,4,1,2.88,3,3.38,4,3.62,3.62,2.12,3.75,1.5,3.5
19,,Geneticists,4,4,4,3.12,4,1,1.12,1,3.75,4,3.88,2.12,2.12,3.12,3.88,3.75,3,1.75,2.12,2.75,3.12,1.88,2.62,4.25,1,4.12,3,3.5,4,3.62,3,1.88,3,2,4
19,,Geographers,3.75,3.88,3.62,3,3.88,1,1,1,3.25,3.75,3.25,2,2,2.75,2.88,3,2.75,1,2.62,1.88,2.62,1.62,1.38,4,1,3.62,3,3,4,3.5,3,1.88,3,1,4
19,,"Geological Technicians, Except Hydrologic Technicians",2.81,3.31,2.94,2.94,3.62,1.94,2.06,1.06,2.31,3,2.5,1.69,1.88,2.38,2.63,3.19,2.12,2.69,2.06,2.81,2.75,1.75,2.5,3.62,1.94,3.12,2.38,2.88,3.25,2.75,2.56,1.75,3.06,2.44,3.25
19,,"Geoscientists, Except Hydrologists and Geographers",3.25,3.88,3.88,3.12,4,1,1.75,1,3,3.88,3.12,1.75,1.62,2.62,3.38,3.12,2.62,2,2.62,2,2.88,2,2,4.12,1,4,2.62,3,4,3.25,3.25,1.62,2.88,1.5,3.88
19,,Historians,3.75,4,3.12,3,4.12,1,1,1,3.25,3.12,3,1.5,1.62,2.88,1.75,3,2.25,1,2,1.5,2.75,1.25,1.38,4.75,1,2.62,2.38,3.38,3.88,2.25,2.25,1.38,2.88,1,4
19,,Hydrologists,3.62,3.88,3.75,3.12,4,2.12,1.88,2,3,3.5,3,1.75,2,2.75,3.75,3.5,2.88,1.88,2.38,2.62,3,2.12,2.75,3.88,1.88,3.88,2.88,3,3.75,3.38,3,1.62,2.88,2,3.62
19,,Industrial Ecologists,3.62,4,3.75,3,3.88,1,1,1.12,3,3.75,3,2.12,2.12,3,3.38,3.12,2.62,1,2.38,1.88,3,2,2.12,4.12,1,3.62,2.75,3.12,4,3.75,3.38,1.88,3,1,4
19,,Industrial-Organizational Psychologists,3.62,4.25,4.12,3.5,4,1,1.12,1,3.12,4.12,3.38,2.25,2.25,3.12,3.25,3.88,3,1,3.25,2,3.5,2.75,2.25,4.25,1,3.75,3.12,3.88,4.12,4,4,1.75,3.75,1,4
19,,Materials Scientists,3.88,4,3.62,3,4.12,1.75,1.62,1,3.12,3.62,3.12,1.88,2,2.5,3.38,3.38,2.62,2.12,3.25,2.5,3,1.88,2.75,4.12,1.75,4.12,2.62,3,3.88,3.12,3.12,1.75,2.88,2.12,3.88
19,,"Medical Scientists, Except Epidemiologists",4.12,4,3.88,3,4,1,1.62,1,3.25,4,3.38,1.75,1.88,2.88,3.62,3.62,2.88,1.88,2.88,2.75,2.88,2,2.25,4,1,4.12,3.12,3,4.12,3.75,3.25,1.75,3.12,1.75,4.25
19,,Microbiologists,3.88,4,3.5,3.12,4,1,1.88,1,3.12,3.75,3.62,2.12,2.25,3.12,3,3.75,2.88,2.62,3,2.88,2.88,2,2.75,4.12,1,4.5,3,3,3.88,3.25,3.12,2.12,3.12,2,4.12
19,,Molecular and Cellular Biologists,3.88,4,4,3.12,4.12,1,1.88,1,3.75,4,3.88,2.62,2.88,3,3.75,3.75,3,2.62,3.12,2.88,3.12,2.12,2.88,4.38,1,4.75,2.62,3.25,4,3,3,2,3.12,2,4.25
19,,Nuclear Monitoring Technicians,3,3.88,3.12,3,3.88,2.12,1.5,1,3.25,3.38,3.12,2,2,2.75,3.12,3.88,2.75,2.75,1.25,3.75,2.88,1.5,3.12,3.75,1.62,3.12,2.88,3,3.5,3,2.5,1.62,3,2.75,3.12
19,,Nuclear Technicians,3,4,3.25,2.88,3.88,2.88,2.12,1,2.25,3.25,2.62,1.75,1.88,2.12,2.88,4,2.12,3.62,1.25,4,2.12,1.62,3.12,3.62,2.88,3,2.12,2.88,3.75,2.38,2.5,1.88,3,3,3.12
19,,Occupational Health and Safety Specialists,3.38,3.88,3.88,3.12,3.88,1.12,1.62,1,3.38,3.75,3.25,1.88,1.88,2.62,3.38,3.62,3,2.12,3,3.25,3.12,1.75,3.25,3.88,1.12,2.88,3,3.75,4,3.5,3.75,1.75,3,2.12,3.62
19,,Occupational Health and Safety Technicians,3.12,4,3.25,3,3.88,1.12,1.12,1,3.12,3.12,3,2,2,2.88,2.5,3.38,2.88,2.5,2.25,3,2.88,1.88,2.75,3.88,1,2.88,3,3,3.88,3.12,2.88,1.88,3,2,3.5
19,,Park Naturalists,3.38,3.75,3,3.12,3.75,1.5,1.38,1,3.38,3.38,3.25,2.12,2.12,3,2,3.12,2.88,2,2.88,2.5,3,1.75,2.38,3.88,1.38,2.62,3.25,3.75,4,2.75,2.88,2,3.12,2,3.62
19,,Physicists,4,4,3.88,3,4.12,1,1.88,1.12,3.62,3.75,3.88,2.25,2.12,3,4.25,3.25,2.75,1.62,3.12,2.38,3.12,3.38,2.62,4.25,1,4.62,3,3.25,4.12,3.38,3.38,2.75,3.12,2,4
19,,Political Scientists,4.12,4.12,3.62,3,4,1,1,1,3.5,3.62,3.5,1.62,1.62,2.12,3,2.88,2.75,1,2.5,1.38,2.88,1.5,1.38,4.25,1,2.62,3,3.75,4.12,3,3.12,1.5,2.88,1,4
19,,Precision Agriculture Technicians,3.5,3.88,3.25,3,3.88,2.62,2.25,1.75,2.62,3.38,2.75,1.75,1.88,2.5,3.25,3.25,2.5,2.75,2.75,3,2.88,2.25,2.62,3.88,2.5,3,3,2.88,3.75,3.38,3,1.75,3.12,2.75,3.38
19,,Quality Control Analysts,3.12,3.38,3.38,2.75,3.25,2.12,1.88,1.5,2.62,3,2.75,1.5,1.75,1.88,3,3.75,2.38,2.75,2,3.25,2.25,1.75,4,3.75,1.88,2.75,2.75,3,3.12,3,3,1.62,3,3,3.25
19,,Range Managers,3.25,4,3.62,3.5,3.75,1.38,1.38,1,3,3.62,2.75,1.88,2.12,2.88,2.88,3.62,3.25,2.62,2.88,2.75,3,1.5,2.12,3.88,1.38,2.88,3,3.12,3.75,3.25,3.12,1.5,3,1.75,3.25
19,,Remote Sensing Scientists and Technologists,3.12,3.75,3.88,3,4,1.12,1.25,1.12,2.75,3.5,2.88,2,2.12,2.88,3.88,3.5,2.62,1.88,3.38,2.5,2.88,2.5,1.88,4,1,4,2.88,3,3.88,3.75,3.5,2.25,3,1.12,3.88
19,,Remote Sensing Technicians,3,3.38,3.25,3.12,3.75,2.12,2.12,1.12,2.62,3.38,2.75,1.88,2.12,2.62,3.5,3.38,2.5,2.38,2,2.75,2.5,2.75,2.88,3.5,1.88,2.62,2.5,2.88,3.5,3.38,2.75,1.88,2.88,2.38,3.25
19,,School Psychologists,3.62,4.38,3.75,3.62,4,1,1,1,3.25,3.88,3.5,1,1,2.75,2.75,4,3.38,1,1.75,1.75,3.5,1.75,1.38,4.25,1,2,3.75,4,4.25,3.12,3.12,1.62,3.38,1,4
19,,Social Science Research Assistants,3.12,3.75,3.38,2.88,3.75,1,1.38,1,2.62,3.12,3,1.75,2,2.38,3.12,2.88,2.38,1.62,2,2.12,2.5,2.62,2.5,4,1,3.25,2.38,2.88,3.38,3,2.88,1.75,2.88,1.75,3.75
19,,Sociologists,3.88,4,3.62,3.12,3.88,1,1,1,3.62,3.75,3.75,1.88,2,2.75,2.5,3.62,2.88,1,2.75,1.38,3.12,1.5,1.38,4.12,1,3.38,3,4,3.88,3.12,2.88,1.38,3.12,1,4
19,,Soil and Plant Scientists,4,3.88,3.88,3,4,1,1,1,3.12,3.75,3.25,2,2,2.75,3.25,3.25,2.75,2.25,3,2.75,2.88,2.12,3,4,1,4,2.88,3,4,3.5,3.5,1.75,2.88,1.75,3.88
19,,Survey Researchers,3.38,4,3.62,3.12,4.12,1,1,1,3,3.5,3,1.75,1.75,3,3.5,3,2.62,1.12,2.38,1.75,3,2.25,2,4,1,2.75,2.88,3,4,3.12,3.12,1.88,3,1,4
19,,Transportation Planners,3.75,4,4,3.75,4,1,1,1,3.12,3.88,3.12,2.25,2.62,3,3.25,3.38,3,2,3,2,3.12,2,1.75,4,1.12,2.5,3.25,3.25,3.88,3.5,3.75,1.88,3.5,1.12,3.88
19,,Urban and Regional Planners,3.25,4.12,3.75,3.25,4,1,1,1,3,4.12,3,2.5,2.25,3,3,3,3.38,1.38,3.12,1.75,3.12,1.75,1.62,4,1,2.62,3.25,3.62,4.12,4,3.75,1.62,3.25,1,3.88
19,,Zoologists and Wildlife Biologists,3.75,4,3.75,3.62,4,1,1,1,3,3.75,2.88,2.12,2.12,3,3,3.25,3,2.25,1.88,2.62,3,1.75,2.38,4,1,4,3,3.25,3.88,3.38,3.25,1.88,3.38,1.38,3.88
21,Community and Social Service Occupations,"Child, Family, and School Social Workers",3.38,4.88,3.88,3.75,4.12,1,1,1,3.12,4,3.12,1.38,1.38,2.88,2,3.88,3.75,2,2.62,2.12,3.75,1.38,1.75,4,1,2.25,4,4.12,4.5,3.12,2.88,1.5,3.75,1.5,3.75
21,,Clergy,3.88,4.38,3.5,3.5,3.75,1,1,1,4,4,3.75,2.88,3,3.12,2.38,3.38,3.88,1.75,1.62,1.75,3.88,1.5,1.25,4.12,1,1.62,4.25,4.25,4.62,3,3.25,1.5,3.62,1,4.12
21,,Community Health Workers,3.62,4.12,3.5,3.62,3.75,1,1,1,3.5,3.38,3.38,1.88,1.88,3.25,2.25,3.38,3,1.88,1.38,2.12,3.5,1.5,1.88,3.88,1,1.25,3.88,4.12,4.12,3.38,3.12,1.5,3.38,1.62,4
21,,"Directors, Religious Activities and Education",3.5,3.88,3.62,3.75,3.75,1,1,1,3.62,3.5,3.5,2.88,2.62,3.25,2.38,3,3,1.38,2.62,1.75,3.25,1.75,1.88,3.88,1,1.75,3.5,4,4,3.12,3,1.62,3.38,1,3.38
21,,"Educational, Guidance, and Career Counselors and Advisors",3.88,4.38,3.88,3.88,4,1,1,1,3.88,3.88,3.75,1.5,1.5,3,2.12,3.75,3.75,1,1.12,1.88,3.88,1.75,1.12,4.12,1,1.62,4.12,4.25,4.25,3.25,3.12,1.75,3.38,1,4
21,,Health Education Specialists,3.88,4.12,3.12,3.62,3.75,1,1,1,3.38,3.25,4,2.25,2.12,3,2.12,3.25,3,1.5,3,1.88,3.12,1.38,1.38,3.75,1,2.5,3.25,3.88,4.12,3.12,3,1.75,3.38,1,4.12
21,,Healthcare Social Workers,3.75,4,3.88,4,4,1,1,1,3,3.62,3.12,1.62,1.75,3.12,2,3.25,3.12,1.62,2.88,1.62,3.25,1.62,1.62,4,1,2.62,4.12,4.25,4.12,2.75,3.12,1.62,3.12,1,3.88
21,,Marriage and Family Therapists,3.75,4.88,4,3.5,3.88,1,1,1,3.5,4,3.12,1.38,1.25,3,1.88,3.62,3.62,1.12,2.75,1.5,3.62,1.25,1.25,4,1,2.5,4,4.38,4.25,3.12,3.25,1.5,3.12,1,4
21,,Mental Health and Substance Abuse Social Workers,3.25,4.12,3.88,3.88,4,1,1,1,3.25,3.5,3.75,1.88,1.88,3,2,4,3.38,1.38,2.5,2,3.75,1.88,1.88,4,1,2.62,3.88,4.25,4.12,3.25,2.88,1.75,3.25,1,3.75
21,,Mental Health Counselors,3.5,4.75,3.62,3.25,3.75,1,1,1,3.12,3.88,3.25,1.62,1.62,2.88,2,3.88,3.12,1,2.75,1.62,3.5,1.62,1.88,4.12,1,2.88,4,4.88,4.25,3.12,3.25,1.62,3,1,4
21,,Probation Officers and Correctional Treatment Specialists,3.38,4,3.75,3.12,3.88,1,1,1,3,3.62,2.25,1.62,1.62,2.25,1.88,3.75,3.12,2.12,1.75,2.25,3.12,1.62,2,3.88,1,1.75,3,4,4,2.88,2.75,1.5,3.38,1.62,3.75
21,,Rehabilitation Counselors,3.12,4,3.12,3.62,3.62,1,1,1,3.12,3.38,3.12,1.5,1.38,2.75,2,3.88,3,1.12,2.88,1.62,3.12,1.5,1.25,3.75,1,2.25,4,4,4,3.12,3.12,1.5,3.25,1,3.62
21,,Social and Human Service Assistants,3.25,4,3.25,3.75,3.62,1,1,1,2.88,3.25,2.88,2,2,2.25,2,3.62,3,2,2,2,3.38,1.62,1.88,3.75,1,1.75,3.88,4,4,2.75,2.88,1.75,3,1.12,3.62
21,,Substance Abuse and Behavioral Disorder Counselors,3.75,4.25,3.5,3.5,4.12,1,1,1,3.38,3.88,3.25,2,2,3,2,4,3.25,1.62,2,2,3.88,1.75,2,4,1,2,3.88,4.12,4.25,3.25,3.25,1.75,3,1.5,4
23,Legal Occupations,"Administrative Law Judges, Adjudicators, and Hearing Officers",3.75,4.25,3.88,3,4.25,1,1,1,2.75,4.12,3,1.75,1.62,2.62,2.12,3.62,3.25,1,1.88,1.5,3,1.5,1.12,4.25,1,1.62,3,3.88,4,2.75,2.75,1.75,3.25,1,4.12
23,,"Arbitrators, Mediators, and Conciliators",3.75,4.38,3.62,3.12,4,1,1,1,2.88,4,3,1.12,1.12,1.88,2,2.88,4.75,1,1.5,1.25,3.75,1.5,1.12,4,1,1.62,3,3.62,4.12,2.62,2.62,1.38,3,1,4.12
23,,"Judges, Magistrate Judges, and Magistrates",4,5,4.12,3,4.88,1,1,1,3,4.25,2.75,1.62,1.62,2.88,2.12,3.88,3.25,1,2.38,1.25,3,1.25,1,4.25,1,1.75,3,4,4.12,3,2.88,1.75,3.38,1,4.12
23,,Judicial Law Clerks,3.75,4.25,3.5,3,4.25,1,1,1,2.62,3.25,3,1,1.25,1.75,1.88,3,2.75,1,1.25,1.25,2.75,1.5,1.75,4.5,1,1,2.62,3,4,2.38,2.38,1.62,3.25,1,4.12
23,,Lawyers,3.88,4.62,4.12,3.38,4.25,1,1,1,3.12,4.12,3,2.25,2,2.88,2.12,3.62,4,1.38,2.62,1.62,4,1.5,1.12,4.38,1,1.62,3.12,3.75,4.62,3.5,3,1.88,3.88,1,4
23,,Paralegals and Legal Assistants,3.12,3.88,3.12,3,3.38,1,1,1,2,3,2.25,1,1,2,1.88,3,2.5,1,1.5,1.75,2.75,1.5,1.25,4,1,1.62,3,2.88,3.75,2.25,2.12,1.75,3,1,3.75
23,,"Title Examiners, Abstractors, and Searchers",3,3.75,3.12,3,3.62,1,1,1,2.12,2.75,2.38,1.62,1.62,2.38,2.25,3,2.12,1,1.62,1.62,2.5,1.25,1.25,4.12,1,1.25,2.88,2.88,3.62,2.25,2.12,1,3.12,1,3.38
25,Educational Instruction and Library Occupations,Adapted Physical Education Specialists,4,4,3.25,3.5,3.88,1,1.12,1,4.12,3.88,3.88,1.5,1.75,3,2,3.88,2.88,1.5,2,2.12,3.12,1.25,2,3.88,1,1.5,3.88,4,4,3,3.12,1.88,3.12,1.88,3.88
25,,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",3.5,3.75,3.12,3,3.5,1,1,1,4.25,3.38,3.75,1.12,1.12,2.62,2.62,3.62,3,1,1.38,1.88,2.88,1.38,1.12,3.75,1,1.75,3.38,3.5,3.75,2.88,2.75,1.88,3.25,1,3.62
25,,"Agricultural Sciences Teachers, Postsecondary",4,4,3.62,3.5,4,1,1,1,4.38,3.75,4.12,1.75,1.88,2.75,3,3.88,2.5,1.88,1.75,2,2.75,1.75,2,4.12,1,3.5,2.88,3.12,4.12,2.88,3.12,1.75,3.38,1.75,4
25,,"Anthropology and Archeology Teachers, Postsecondary",4,4.12,3.75,3.12,3.88,1,1,1,4.12,3.88,4.25,1.75,1.75,2.62,2.38,3.88,3,1,2.12,1.12,3,1.5,1.38,4.25,1,3.88,3.12,3.38,4.5,3.12,3.38,1.5,3.62,1,4.12
25,,"Architecture Teachers, Postsecondary",3.88,4,3.62,3.25,3.88,1,1.12,1,4.12,3.88,4.12,1.75,2,2.75,2.88,3.75,3,1.25,3.12,1.88,3,1.88,2,4.12,1,2.38,3.12,3.62,4.12,3.25,3.25,1.75,3.25,1.25,4
25,,Archivists,3.25,3.88,3.25,3,3.38,1,1,1,3,3.25,2.88,2,2.25,2.88,2,3,2.75,1,2.12,2,2.75,1.75,2,4,1,2,3.12,2.75,3.25,2.88,2.5,1.88,3.12,1.62,4
25,,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",4,4,3.88,3,3.88,1,1,1,4.12,3.25,4,2.12,2,2.88,2,3.12,2.62,1,2.75,1.38,3.12,1.75,1.5,4.25,1,2.5,3.12,3.38,4.12,3.12,3.12,1.88,3.25,1,4
25,,"Art, Drama, and Music Teachers, Postsecondary",4,4,3.38,3.12,3.62,1,1.25,1.12,4.38,3.25,4.12,1.75,2,2.75,2,3.75,2.5,1.25,2.62,1.5,2.75,1.38,1.62,4,1.38,1.75,2.88,3.62,4.62,3,2.88,1.62,3.62,1,3.88
25,,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",3.88,4,3.75,3,4,1,1,1,4,3.5,3.88,1.75,2.12,2.88,3.38,3.62,2.88,1,2.38,1.75,2.88,1.88,1.62,4,1,4,3,3.12,4.75,3.12,3,1.75,3,1.12,4
25,,"Biological Science Teachers, Postsecondary",4,4,3.62,3,3.88,1.38,1.25,1,4.12,3.75,4.12,1.75,1.88,2.5,3.12,3.88,2.88,1.12,2.38,1.75,2.88,1.5,1.88,4,1.62,4,3.12,3.25,4.25,3.12,3.12,1.38,3.62,1.5,4
25,,"Business Teachers, Postsecondary",3.88,4,3.5,3,3.88,1,1,1,4.12,3.38,4,1.62,1.62,2.62,3,3.62,2.75,1.12,2.25,1.5,2.88,1.88,1.5,4,1,1.88,2.75,3.25,4.25,3.12,3.12,1.62,3.25,1,4
25,,"Career/Technical Education Teachers, Middle School",3.5,4,3.25,3.38,3.88,1.25,1.62,1,4,3.38,4,1.75,2.25,2.62,2.5,3.88,2.75,1.88,2.62,2,2.88,1.75,2,4,1.38,1.88,3.25,3.88,4.12,3,3,1.75,3,1.88,3.62
25,,"Career/Technical Education Teachers, Postsecondary",3.88,4,3.25,3.12,3.75,1.88,2.25,1.12,4,3.25,4,2,2,2.88,2.25,3.62,3,2.25,2.5,2.38,3,1.5,2.25,3.88,1.75,1.88,3,3.25,3.88,2.75,2.75,1.88,3,2.25,3.62
25,,"Career/Technical Education Teachers, Secondary School",3.62,4,3.75,3.75,3.88,1.62,1.75,1,4.12,3.5,3.88,1.75,2.25,2.75,2.88,3.88,3,2,1.38,2.25,3.12,1.75,2,4,1.5,1.75,3.75,3.75,4,2.88,3.12,1.75,3.5,2,3.88
25,,"Chemistry Teachers, Postsecondary",4,4,3.88,3,4,1.12,1.62,1,3.88,3.62,4,2.12,2,2.75,3.25,4,2.38,1.12,2.62,2,3,1.88,2.38,4.12,1,4,3,3.25,4.12,3.12,2.88,1.88,3,2,4.12
25,,"Communications Teachers, Postsecondary",4,4.12,3.62,3,3.88,1,1,1,4.12,3.5,4,2,2.12,2.88,2.12,3.75,3,1,2.12,1.75,3,1.62,1.38,4.12,1,2,3,3.25,4.12,3,3,1.62,3.12,1,4
25,,"Computer Science Teachers, Postsecondary",3.88,3.88,3.75,3,3.88,1.38,1.5,1,4.12,3.88,3.88,2,2,2.75,3.12,3.75,3,1.62,2.25,2.12,3,3,2,4,1,2.75,3.12,3.62,4,3.38,3.25,2,3.12,1.38,4
25,,"Criminal Justice and Law Enforcement Teachers, Postsecondary",4,4.12,3.12,2.88,4.12,1,1,1,4,3.62,4,1.5,1.62,2.75,2,3.88,2.75,1,2.62,1.5,2.88,1.38,1.12,4,1,1.75,3,3.12,4.75,3.12,2.88,1.25,3.12,1,4
25,,Curators,3.5,3.88,3.62,3.12,3.75,1,1.12,1.12,3,3.5,3.25,2.88,3,3,2.88,3.38,3,1.38,2.38,1.75,3,1.75,2.38,4,1,2,2.88,3.25,4,3.38,3.25,1.75,3.12,1.5,3.88
25,,"Economics Teachers, Postsecondary",3.75,4,3.25,2.88,3.88,1,1,1,4,3.38,3.88,1.75,1.75,2.75,3.25,3,2.38,1,2.62,1.75,2.62,1.88,1.25,4,1,2.38,2.75,3,4.12,3,3.12,1.75,2.88,1,4
25,,"Education Teachers, Postsecondary",4,4.12,3.75,3,3.75,1,1,1,4.12,3.12,4.12,1.88,2.12,2.75,2.12,3.88,2.88,1,2.62,1.25,2.88,1.5,1.25,4.25,1,2,3,3.25,4.62,3.12,3.12,1.62,3.5,1,4
25,,"Elementary School Teachers, Except Special Education",3.75,4,3.25,3.88,4,1,1.5,1,4.25,3.75,4.12,1.12,1.75,2.75,2.88,3.88,3,1.38,2,1.75,3,1.5,2,4,1,2.12,3.62,3.88,4.25,3.12,3.12,1.75,3.5,1.25,3.88
25,,"Engineering Teachers, Postsecondary",3.62,4,3.25,3.12,3.88,1,1.12,1,4.12,3.75,4.12,1.75,1.75,2.75,3.88,3.38,2.88,1.5,2.75,1.88,2.88,2,2,4,1,3.5,2.75,3,4.12,3.12,3.12,1.88,3.12,1.38,3.88
25,,"English Language and Literature Teachers, Postsecondary",3.88,4,3.25,3,3.75,1,1,1,4.62,3.38,4,1,1.5,3,2,3.62,3,1,2.12,1.25,3,1.38,1.25,4.75,1,1.75,3.12,3.12,4.12,2.88,2.88,1.5,3.12,1,4.25
25,,"Environmental Science Teachers, Postsecondary",3.88,4,3.75,3,4,1,1,1,4,3.25,4,1.75,2,2.75,3,3.88,2.75,1,2.5,1.75,2.88,1.38,1.88,4.12,1,4,3,3,4.12,3.12,3.12,1.38,3,1.38,4
25,,"Family and Consumer Sciences Teachers, Postsecondary",3.62,4,3.12,3,3.75,1,1,1,4,3.12,4,1.62,2,2.62,2.62,3.5,2.38,1,2.38,1.62,2.75,1.75,1.88,4,1,2.25,2.88,3.12,4.12,3.12,3.12,1.75,3,1.38,3.62
25,,Farm and Home Management Educators,3.75,4.38,3.75,3.75,3.75,1,1.25,1,3.88,3.88,3.75,2.62,2.5,2.88,3,3.38,3.12,2.25,2.5,2.25,3.5,1.62,1.88,4,1,2.75,3.62,3.88,4.12,3.62,3.62,1.88,3.38,1.38,3.88
25,,"Foreign Language and Literature Teachers, Postsecondary",3.88,4,3.5,3,3.75,1,1,1,4,3.5,4,1.12,1.62,2.62,2,3.62,2.75,1,2.38,1.5,2.75,1.75,1.62,4,1,1.75,2.88,3.25,4.12,2.75,2.75,1.75,3,1,4
25,,"Forestry and Conservation Science Teachers, Postsecondary",4,4,3.88,3.12,3.88,1,1,1,4.25,3.25,4.12,2,2,2.88,3,3.88,3,2,2.38,2.12,3,1.88,2,4.12,1,3.25,3,3.25,4,3,3.12,1.88,3.25,1.62,4.12
25,,"Geography Teachers, Postsecondary",3.88,4,3.88,3,3.88,1,1,1,4.12,3.25,3.88,2,2,2.88,2.75,3.12,2.88,1,2.5,1.38,3,2,1.25,4,1,3.12,2.88,3.12,4.12,3,2.88,1.88,3.25,1,4.12
25,,"Health Specialties Teachers, Postsecondary",4,4,3.75,3.12,4,1.62,1.62,1,4.12,3.88,4,1.88,1.88,2.88,3,3.62,3,1.62,2.38,1.88,3,1.38,2,4.12,1.62,3.25,3,3.25,4.12,2.88,2.88,1.38,3.75,1.62,4
25,,"History Teachers, Postsecondary",3.88,4,3.38,3.12,3.88,1,1,1,4,3.62,4.12,1.75,1.75,2.75,2,3.62,3,1,2.5,1.38,3,1.25,1.25,4.25,1,1.88,3.12,3.25,4.5,3,2.88,1.12,3.75,1,4.12
25,,Instructional Coordinators,3.88,4,3.88,3.88,3.88,1,1.12,1,4.12,3.75,4.25,2.25,2.5,3.12,2.75,4,3.12,1,2,1.62,3.25,1.62,1.88,4,1,1.5,3.62,3.88,4.12,3.25,3.25,1.75,3.62,1.5,4.12
25,,"Kindergarten Teachers, Except Special Education",3.25,4,3.38,3.88,3.25,1,1,1,4.12,3.5,4,1.12,1.75,3,2.25,4,3.12,1,1.62,1.88,3.25,1.25,1.88,3.88,1,1.38,3.62,4.12,4,2.88,3,1.62,3.75,1.5,3.25
25,,"Law Teachers, Postsecondary",4,4.25,3.5,3,4,1,1,1,4.12,3.88,4.25,1.25,1.5,2.75,2,3.38,2.88,1,1.88,1.5,3,1.75,1.5,4.25,1,1.62,2.75,3.12,4.62,3.12,3.12,1.75,2.88,1,4
25,,Librarians and Media Collections Specialists,3.25,3.88,3,2.88,3.62,1.12,1.12,1.12,3.12,3.12,2.88,2.25,2.75,2.62,2,3.38,2.5,1.12,1.88,1.75,2.62,2,1.38,3.88,1,1.12,3.38,3.25,3.88,2.25,2.38,1.62,3.12,1.25,3.62
25,,"Library Science Teachers, Postsecondary",4,4,3.62,3.12,4,1,1,1,4.25,3.25,4,1.75,1.75,2.88,2.25,4,2.62,1,2,1.5,2.75,1.75,1.62,4.12,1,2.12,3,3.25,4.12,3.12,3.12,1.75,3,1,4
25,,Library Technicians,2.88,3.25,2.5,3,3,1.62,1.12,1,2.62,2.88,3,1.88,2,2.75,2,2.88,1.75,1.75,1.62,1.88,2.12,1.62,1.5,3.38,1.12,1.25,3.12,3,3.25,2,2,1.38,2.75,1.62,2.88
25,,"Mathematical Science Teachers, Postsecondary",3.75,4,3.62,3,3.88,1,1,1,4,3.25,3.88,1.62,1.62,2,4.25,3.88,2.5,1,2.12,1.25,2.62,1.75,1.5,4,1,2.38,3,3,4.12,2.88,3.12,1.62,3.12,1,3.88
25,,"Middle School Teachers, Except Special and Career/Technical Education",3.75,4,3.75,3.62,3.62,1,1,1,4.12,3.5,4,1.5,1.75,3,3,3.88,3.12,1,1.25,1.88,3.12,1.38,1.62,4,1,1.62,3.38,4,4.12,3,3,1.62,3.88,1.38,4
25,,Museum Technicians and Conservators,3,3.88,3.12,3,3.25,1.38,1.62,1.38,3,3.12,2.88,1.75,2.12,2.25,2.25,3.12,2.5,1.75,1.38,2.5,2.5,1.5,2.38,3.62,1.75,2.38,2.75,2.88,3.62,2.75,2.75,1.88,2.75,1.75,3.25
